id,corpus_name,corpus_title,corpus_acronym,name,firstAuthor,title,subtitle,normalizedGenre,numOfSpeakers,yearNormalized,size,numOfSegments,numConnectedComponents,averageClustering,averagePathLength,numEdges,CC_rand,APL_rand,CC_dev,APL_dev,S,swn1,polynomial,exponential,linear,quadratic
fre000635,fre,French Drama Corpus,FreDraCor,feydeau-notre-futur,Feydeau,Notre Futur,Saynette en un Acte,Comedy,2,1882,2,2,1,0.0,1.0,1,,1.0,,1.0,,0,,,,
fre000636,fre,French Drama Corpus,FreDraCor,feydeau-patte-en-l-air,Feydeau,Patte-en-l'Air,Monologue en vers,,1,1882,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000637,fre,French Drama Corpus,FreDraCor,feydeau-petite-revoltee,Feydeau,La Petite Révoltée,Monologue en vers,,1,1880,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000638,fre,French Drama Corpus,FreDraCor,feydeau-petit-menage,Feydeau,Le Petit Ménage,Monologue en vers,,1,1883,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000639,fre,French Drama Corpus,FreDraCor,feydeau-potache,Feydeau,Le Potache,Monologue Comique,,1,1883,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000640,fre,French Drama Corpus,FreDraCor,feydeau-tout-a-brown-sequard,Feydeau,Tout à Brown-Séquard !...,Monologue,,1,1887,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000641,fre,French Drama Corpus,FreDraCor,feydeau-trop-vieux,Feydeau,Trop Vieux,Monologue en vers,,1,1887,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000642,fre,French Drama Corpus,FreDraCor,feydeau-un-coup-de-tete,Feydeau,Un Coup de Tête,Monologue en vers,,1,1882,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000643,fre,French Drama Corpus,FreDraCor,fievre-moliere-a-quebec,Fièvre,Molière à Québec,Comédie,Comedy,11,2017,11,16,1,0.888383838383838,1.25454545454545,41,0.735703020920717,1.25458181818182,1.20753050228344,0.999971015332889,1.20756550316757,1,,,,
fre000644,fre,French Drama Corpus,FreDraCor,fiot-amour-fantasque,Fiot,L'Amour Fantasque ou Le Juge de Soi Même,Comédie en Trois Actes,Comedy,14,1682,14,21,1,0.588528138528138,1.85714285714286,29,0.303242519299271,1.85326029194686,1.94078369975326,1.00209499184376,1.93672627400561,1,,,,
fre000645,fre,French Drama Corpus,FreDraCor,florian-bon-menage,Florian,Le Bon Ménage,Ou la Suite des Deux Billets,Comedy,7,1782,7,18,1,0.738095238095238,1.38095238095238,13,0.569215331167806,1.38892380952381,1.2966889640533,0.994260715730576,1.30417398931477,1,,,,
fre000646,fre,French Drama Corpus,FreDraCor,florian-bon-pere,Florian,Le Bon Père,Ou la Suite des Bon Ménage,Comedy,4,1788,4,18,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000647,fre,French Drama Corpus,FreDraCor,florian-deux-billets,Florian,Les Deux Billets,Comédie en un Acte et en Prose,Comedy,3,1779,3,12,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000648,fre,French Drama Corpus,FreDraCor,florian-hero-leandre,Florian,Héro et Léandre,Monologue Lyrique,,1,1784,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000649,fre,French Drama Corpus,FreDraCor,florian-jumeaux-de-bergame,Florian,Les Jumeaux de Bergame,Comédie en un Acte et en Prose,Comedy,4,1782,4,20,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000650,fre,French Drama Corpus,FreDraCor,folard-themistocle,Folard,Thémistocle,Tragédie,Tragedy,8,1681,8,39,1,0.883333333333333,1.25,21,0.730538314540309,1.25014285714286,1.20915401116117,0.999885727345446,1.20929220019101,1,,,,
fre000651,fre,French Drama Corpus,FreDraCor,fontenelle-endymion,Fontenelle,Endymion,Pastorale Héroïque en Cinq Actes,,28,1731,28,26,2,0.857515813342881,1.95049504950495,75,0.193367866725077,2.09126663021142,4.43463450192613,0.932685971901998,4.75469197084922,1,0.641094324631984,0.187989343857006,0.509337860780985,0.726342567079844
fre000652,fre,French Drama Corpus,FreDraCor,fournier-fille-de-moliere,Fournier,La Fille de Molière,Comédie en un Acte en vers,Comedy,7,1863,7,14,1,0.923809523809524,1.19047619047619,17,0.788946804426416,1.19047619047619,1.17094019346609,1.0,1.17094019346609,1,,,,
fre000653,fre,French Drama Corpus,FreDraCor,fournier-racine-a-uzes,Fournier,Racine à Uzès,"Comédie en un Acte, en vers avec Prologue, Epilogue et Notes",Comedy,8,1864,8,18,2,0.733333333333333,1.23809523809524,16,0.534049599636833,1.44730952380952,1.37315585262496,0.855446065770642,1.60519278487526,1,,,,
fre000654,fre,French Drama Corpus,FreDraCor,fuzelier-legrand-animaux-raisonnables,Fuzelier,Les Animaux Raisonnables,PIÈCE d'un acte,,12,1718,12,15,1,0.369642857142857,2.04545454545455,15,0.200214938761597,2.26876778544603,1.8462301536001,0.901570693385182,2.04779299853675,1,,,,
fre000655,fre,French Drama Corpus,FreDraCor,fuzelier-lesage-tableau-du-mariage,Lesage,Le Tableau du Mariage,PIÈCE en un acte,,11,1712,11,15,1,0.799062049062049,1.49090909090909,29,0.507374436125391,1.48638383838384,1.5748961559123,1.00304447102316,1.57011598329815,1,,,,
fre000656,fre,French Drama Corpus,FreDraCor,fuzelier-enfer-galant,Fuzelier,L'Enfer Galant,Parodie,,13,1729,13,12,1,0.734265734265734,1.38461538461538,48,0.60381982143613,1.38519230769231,1.21603449936332,0.999583506872137,1.21654118040472,1,,,,
fre000657,fre,French Drama Corpus,FreDraCor,fuzelier-orphee,Fuzelier,"Orphée, ou Arlequin aux Enfers",Divertissement qui A Eté Joué Ensuite du Pédant le Samedi Douze Septembre 1711.,,3,1711,3,7,2,0.0,1.0,1,,1.0,,1.0,,0,,,,
fre000658,fre,French Drama Corpus,FreDraCor,fuzelier-scaramouche-pedant,Fuzelier,Scaramouche Pédant,Divertissement Représenté par les Sieurs Dolet et la Place.,,7,1711,7,13,7,0.0,0.0,0,,,,,,0,,,,
fre000659,fre,French Drama Corpus,FreDraCor,gabriel-laboullaye-josephine,Gabriel,Joséphine ou Le Retour de Wagram,Opéra en un Acte,,17,1830,17,15,1,0.750089126559715,1.80882352941176,46,0.326971946052213,1.75754803921569,2.29404735059422,1.02917444590531,2.22901701428884,1,,,,
fre000660,fre,French Drama Corpus,FreDraCor,galoppe-amour-pris-aux-cheveux,Galoppe d'Onquaire,L'Amour Pris aux Cheveux,"Pochade en un Acte, Mêlée de Couplets",,5,1852,5,1,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000661,fre,French Drama Corpus,FreDraCor,garniert-adelaide,Garnier,Adélaïde ou Les Combats de l'Amour et du Préjugé,Drame en un Acte,,6,1785,6,10,1,0.605555555555556,1.46666666666667,8,0.454115765516733,1.5142,1.33348278465184,0.96860828600361,1.37669974944533,1,,,,
fre000662,fre,French Drama Corpus,FreDraCor,garniert-belle-mere,Garnier,La Belle Mère,Drame en un Acte.,,6,1785,6,10,1,0.9,1.2,12,0.76986832986833,1.2,1.16903107334462,1.0,1.16903107334462,1,,,,
fre000663,fre,French Drama Corpus,FreDraCor,garniert-bienfait-recompense,Garnier,Le Bienfait Récompensé,Drame en un Acte.,,4,1785,4,5,1,0.833333333333333,1.16666666666667,5,0.75,1.16666666666667,1.11111111111111,1.0,1.11111111111111,1,,,,
fre000664,fre,French Drama Corpus,FreDraCor,garniert-bon-papa,Garnier,Le Bon Papa,Ou le Jeu de l'Oie,,8,1785,8,8,1,0.791666666666667,1.39285714285714,18,0.612282537527627,1.36125,1.29297606602237,1.02321920503739,1.2636354552934,1,,,,
fre000665,fre,French Drama Corpus,FreDraCor,garniert-bon-pere,Garnier,Le Bon Père,Drame en un Acte.,,5,1785,5,11,1,0.866666666666667,1.2,8,0.747350877192982,1.2,1.15965163501491,1.0,1.15965163501491,1,,,,
fre000666,fre,French Drama Corpus,FreDraCor,garniert-bourse,Garnier,La Bourse de Louis,Drame en un Acte.,,7,1785,7,9,1,0.714285714285714,1.42857142857143,13,0.572615688898093,1.38895238095238,1.24740856412831,1.02852441031267,1.21281376661649,1,,,,
fre000667,fre,French Drama Corpus,FreDraCor,garniert-brunon,Garnier,Brunon,Drame en un Acte.,,4,1785,4,8,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000668,fre,French Drama Corpus,FreDraCor,garniert-dedit,Garnier,Le Dédit,Comédie en un Acte.,,6,1785,6,6,1,0.805555555555555,1.33333333333333,10,0.614195695970696,1.33793333333333,1.31156170718915,0.996561861577557,1.31608659507895,1,,,,
fre000669,fre,French Drama Corpus,FreDraCor,garniert-deux-pates,Garnier,Les Deux Pâtés,Comédie-Proverbe en un Acte.,,8,1785,8,11,1,0.720833333333333,1.42857142857143,17,0.571782803150814,1.40057142857143,1.2606768328134,1.01999184006528,1.23596756689025,1,,,,
fre000670,fre,French Drama Corpus,FreDraCor,garniert-dissipatrice,Garnier,La Dissipatrice ou Le Legs,Drame en un Acte.,,5,1785,5,9,1,0.6,1.4,6,0.488793939393939,1.4198,1.22751112819432,0.986054373855473,1.24487164272164,1,,,,
fre000671,fre,French Drama Corpus,FreDraCor,garniert-epreuve,Garnier,L'Epreuve,Drame.,,5,1785,5,7,1,0.7,1.3,7,0.617065934065934,1.3,1.13440065535234,1.0,1.13440065535234,1,,,,
fre000672,fre,French Drama Corpus,FreDraCor,garniert-etrennes,Garnier,Les Etrennes,Drame en un Acte.,,5,1785,5,7,1,0.866666666666667,1.2,8,0.745385964912281,1.2,1.16270859321675,1.0,1.16270859321675,1,,,,
fre000673,fre,French Drama Corpus,FreDraCor,garniert-joueuses,Garnier,Les Joueuses ou Le Vingt-un,Drame en un Acte.,,8,1785,8,9,1,0.726190476190476,1.39285714285714,17,0.578846482085343,1.40047619047619,1.25454761955936,0.994559673580415,1.26141010226464,1,,,,
fre000674,fre,French Drama Corpus,FreDraCor,garniert-marianne,Garnier,Marianne ou Les Dangers de l'Inexpérience,Drame en un Acte.,,8,1785,8,11,1,0.666666666666667,1.57142857142857,13,0.418243740613153,1.61463095238095,1.5939668713017,0.973243185454438,1.6377888847559,1,,,,
fre000675,fre,French Drama Corpus,FreDraCor,garniert-passe-dix,Garnier,Le Passe-Dix ou Le Mauvais Exemple,Drame en un Acte.,,6,1785,6,8,1,0.827777777777778,1.46666666666667,8,0.448039890166593,1.51466666666667,1.84755374676569,0.96830985915493,1.90801914211439,1,,,,
fre000676,fre,French Drama Corpus,FreDraCor,garniert-saignee,Garnier,La Saignée,Drame en un Acte.,,9,1785,9,8,1,0.789417989417989,1.41666666666667,22,0.584512642535069,1.39355555555556,1.35055759614408,1.01658427682985,1.32852497026189,1,,,,
fre000677,fre,French Drama Corpus,FreDraCor,garniert-soeurs-de-lait,Garnier,Les Soeurs de Lait,Drame.,,7,1785,7,9,1,0.857142857142857,1.28571428571429,15,0.681079047337122,1.28628571428571,1.25850715932917,0.999555752998667,1.25906649584443,1,,,,
fre000678,fre,French Drama Corpus,FreDraCor,garniert-trois-damis,Garnier,Les Trois Damis Comédie-Proverbe en un Acte,Dix-Huitième Proverbe.,,5,1785,5,8,1,0.433333333333333,1.5,5,0.366071428571429,1.55053333333333,1.18373983739837,0.967409063548026,1.22361871725384,1,,,,
fre000679,fre,French Drama Corpus,FreDraCor,garniert-vocation-forcee,Garnier,La Vocation Forcée ou Le Legs,Drame en un Acte.,,5,1785,5,6,1,0.866666666666667,1.2,8,0.746122807017544,1.2,1.1615603470573,1.0,1.1615603470573,1,,,,
fre000680,fre,French Drama Corpus,FreDraCor,garnier-bradamante,Garnier,Bradamante,Tragi-Comédie,Tragicomedy,16,1582,16,24,2,0.676722582972583,1.72380952380952,41,0.329451040112644,1.76032619047619,2.05409150549715,0.97925573858741,2.09760476712672,1,,,,
fre000681,fre,French Drama Corpus,FreDraCor,genest-joseph,Genest,Joseph,Tragédie.,Tragedy,11,1711,11,27,1,0.713131313131313,1.56363636363636,24,0.408746832434446,1.62385858585859,1.74467728320728,0.962914121496374,1.81187215376595,1,,,,
fre000682,fre,French Drama Corpus,FreDraCor,genest-penelope,Genest,Pénélope,Tragédie en Cinq Actes.,Tragedy,11,1684,11,38,1,0.641125541125541,1.83636363636364,21,0.354616400668271,1.73734343434343,1.80794103125898,1.05699518014849,1.71045342988697,1,,,,
fre000683,fre,French Drama Corpus,FreDraCor,genest-zelonide,Genest,Zélonide Princesse de Sparte,Tragédie.,Tragedy,10,1682,10,32,1,0.416666666666667,1.84444444444444,16,0.319053929121035,1.82552586206897,1.30594432049324,1.01036336037115,1.29254916767123,1,,,,
fre000684,fre,French Drama Corpus,FreDraCor,genlis-agar,Genlis,Agar dans le Désert,Comédie en un Acte,Comedy,3,1829,3,2,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000685,fre,French Drama Corpus,FreDraCor,genlis-amant-anonyme,Genlis,L'Amant Anonyme,Comédie en Cinq Actes,Comedy,8,1823,8,28,1,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000686,fre,French Drama Corpus,FreDraCor,genlis-aveugle-de-spa,Genlis,L'Aveugle de Spa,Comédie en un Acte,Comedy,8,1829,8,8,1,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000687,fre,French Drama Corpus,FreDraCor,genlis-belle-et-la-bete,Genlis,La Belle et la Bête,Comédie en Deux Actes,Comedy,3,1829,3,10,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000688,fre,French Drama Corpus,FreDraCor,genlis-bonne-mere,Genlis,La Bonne Mère,Comédie en Trois Actes,Comedy,9,1847,9,25,1,0.786772486772487,1.27777777777778,26,0.704669535748101,1.27786111111111,1.11651270114469,0.999934786861726,1.11658551719042,1,,,,
fre000689,fre,French Drama Corpus,FreDraCor,genlis-cloison,Genlis,"La Cloison, Comédie",,Comedy,10,1737,10,19,1,0.818492063492063,1.51111111111111,22,0.462639900607722,1.54687222222222,1.76917741512761,0.976881664433965,1.81104577917605,1,,,,
fre000690,fre,French Drama Corpus,FreDraCor,genlis-colombe,Genlis,La Colombe,Comédie en un Acte,Comedy,4,1829,4,6,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000691,fre,French Drama Corpus,FreDraCor,genlis-curieuse,Genlis,La Curieuse,Comédie en Deux Actes,Comedy,5,1847,5,22,1,0.9,1.1,9,0.875,1.1,1.02857142857143,1.0,1.02857142857143,1,,,,
fre000692,fre,French Drama Corpus,FreDraCor,genlis-enfant-gate,Genlis,L'Enfant Gâté,Comédie en Deux Actes,Comedy,4,1847,4,16,1,0.833333333333333,1.16666666666667,5,0.75,1.16666666666667,1.11111111111111,1.0,1.11111111111111,1,,,,
fre000693,fre,French Drama Corpus,FreDraCor,genlis-flacons,Genlis,Les Flacons,Comédie en un Acte,Comedy,4,1829,4,5,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000694,fre,French Drama Corpus,FreDraCor,genlis-ile-heureuse,Genlis,L'Ile Heureuse,Comédie en Deux Actes,Comedy,6,1829,6,16,1,0.9,1.2,12,0.768036838457891,1.2,1.1718187916703,1.0,1.1718187916703,1,,,,
fre000695,fre,French Drama Corpus,FreDraCor,genlis-intrigue-mensonge,Genlis,Intrigue et Mensonge,Comédie en Deux Actes,Comedy,8,1829,8,19,1,0.7375,1.57142857142857,14,0.454173482588866,1.54669047619048,1.62382884134081,1.01599421191176,1.59826583882334,1,,,,
fre000696,fre,French Drama Corpus,FreDraCor,genlis-marchande-de-modes,Genlis,La Marchande de Modes,Comédie en un Acte,Comedy,10,1829,10,9,1,0.822936507936508,1.31111111111111,31,0.674397360127076,1.31135555555556,1.22025464005589,0.999813594075681,1.22048214515827,1,,,,
fre000697,fre,French Drama Corpus,FreDraCor,genlis-mere-rivale,Genlis,"La Mère Rivale, Comédie",,Comedy,8,1737,8,41,1,0.94047619047619,1.17857142857143,23,0.807273503627941,1.17857142857143,1.16500316961925,1.0,1.16500316961925,1,,,,
fre000698,fre,French Drama Corpus,FreDraCor,genlis-retour-de-tobie,Genlis,Le Retour du Jeune Tobie,Comédie,Comedy,9,1829,9,9,1,0.868253968253968,1.30555555555556,25,0.676023062205731,1.30605555555556,1.28435554464817,0.999617167893147,1.28484742549506,1,,,,
fre000699,fre,French Drama Corpus,FreDraCor,genlis-rosiere,Genlis,La Rosière de Salency,Comédie en Deux Actes,Comedy,10,1829,10,15,1,0.878571428571428,1.2,36,0.789233412250242,1.2,1.11319593789937,1.0,1.11319593789937,1,,,,
fre000700,fre,French Drama Corpus,FreDraCor,genlis-ruth-noemi,Genlis,Ruth et Noémi,Comédie en Deux Actes,Comedy,4,1829,4,16,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000701,fre,French Drama Corpus,FreDraCor,genlis-tendresse-maternelle,Genlis,"La Tendresse Maternelle, Comédie en un Acte",,Comedy,8,1737,8,9,1,0.716071428571428,1.42857142857143,16,0.535494402835696,1.44742857142857,1.33721552415766,0.986971969996052,1.35486676907654,1,,,,
fre000702,fre,French Drama Corpus,FreDraCor,genlis-veuve-de-sarepte,Genlis,La Veuve de Sarepta ou L'Hospitalité Récompensée,Comédie en un Acte,Comedy,3,1829,3,7,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000703,fre,French Drama Corpus,FreDraCor,genlis-voyageur,Genlis,Le Voyageur,Comédie en Deux Actes,Comedy,7,1829,7,14,1,0.452380952380952,1.47619047619048,12,0.522188683790012,1.45072380952381,0.866317035247873,1.01755445557554,0.851371669104307,0,,,,
fre000704,fre,French Drama Corpus,FreDraCor,giffard-manuscrit,Giffart,Le Manuscrit,Comédie,Comedy,2,1824,2,2,1,0.0,1.0,1,,1.0,,1.0,,0,,,,
fre000705,fre,French Drama Corpus,FreDraCor,gilbert-amours-de-diane-et-d-endymion,Gilbert,Les Amours de Diane et d'Endymion,Tragédie,Tragedy,16,1645,16,27,2,0.79927398989899,1.78095238095238,38,0.304806385154611,1.82487820512821,2.62223506077001,0.975929448851772,2.68691047683334,1,,,,
fre000706,fre,French Drama Corpus,FreDraCor,gilbert-rodogune,Gilbert,Rodogune,Tragi-Comédie,Tragicomedy,5,1645,5,21,1,0.9,1.1,9,0.875,1.1,1.02857142857143,1.0,1.02857142857143,1,,,,
fre000707,fre,French Drama Corpus,FreDraCor,gilbert-semiramis,Gilbert,Sémiramis,Tragédie,Tragedy,11,1645,11,21,1,0.578066378066378,1.61818181818182,23,0.396410287531197,1.66001212121212,1.45825271505065,0.974801206270856,1.49594882081575,1,,,,
fre000708,fre,French Drama Corpus,FreDraCor,gilbert-telephonte,Gilbert,Téléphonte,Tragi-Comédie,Tragicomedy,12,1645,12,22,1,0.602777777777778,2.15151515151515,20,0.279352422492793,1.93971089627177,2.15776821406777,1.10919372348245,1.94534838088806,1,,,,
fre000709,fre,French Drama Corpus,FreDraCor,gillet-art-de-regner,La Tessonerie,L'Art de Régner,Ou le Sage Gouverneur,Tragicomedy,30,1645,30,41,5,0.587936507936508,1.6551724137931,41,0.0881285659050973,3.12156785266939,6.67134999756648,0.530237525472237,12.581814143812,1,,,,
fre000710,fre,French Drama Corpus,FreDraCor,gillet-campagnard,La Tessonerie,Le Campagnard,Comédie en Cinq Actes,Comedy,11,1656,11,26,1,0.853391053391053,1.32727272727273,37,0.659718899765321,1.32754545454545,1.29356769026115,0.999794562761077,1.29383349184134,1,,,,
fre000711,fre,French Drama Corpus,FreDraCor,gillet-deniaise,La Tessonerie,Le Déniaisé,Comédie,Comedy,12,1647,12,33,1,0.816666666666667,1.33333333333333,44,0.656487365687167,1.33348484848485,1.24399449151902,0.99988637654812,1.24413585452942,1,,,,
fre000712,fre,French Drama Corpus,FreDraCor,gillet-francion,La Tessonerie,La Comédie de Francion,,Comedy,15,1642,15,36,1,0.823915343915344,1.82857142857143,41,0.376920512817225,1.66820732600733,2.18591272137761,1.09612959975899,1.99421010239869,1,,,,
fre000713,fre,French Drama Corpus,FreDraCor,gillot-regnard-marchand-ridicule,Regnard,"Le Marchand Ridicule, Comédie",,Comedy,6,1695,6,9,1,0.638888888888889,1.46666666666667,9,0.532487945406996,1.41763333333333,1.19981850180771,1.03458816337088,1.1597063878041,1,,,,
fre000714,fre,French Drama Corpus,FreDraCor,giraudoux-impromptu-de-paris,Giraudoux,L'Impromptu de Paris,Pièce en un Acte.,Comedy,15,1937,15,4,1,0.967277167277167,1.03809523809524,101,0.961152529936614,1.03809523809524,1.00637218042901,1.0,1.00637218042901,1,,,,
fre000715,fre,French Drama Corpus,FreDraCor,giraudoux-ondine,Giraudoux,Ondine,Pièce en Trois Actes.,Comedy,57,1939,57,30,1,0.857557614571914,1.92167919799499,326,0.202903050721511,1.86970238095238,4.22644022119181,1.02779951374728,4.1121251417823,1,0.13882816224945,0.0359278218306583,0.188800860883852,0.202292594764527
fre000716,fre,French Drama Corpus,FreDraCor,goetschy-professeur-de-declamation,Goetschy,Le Professeur de Déclamation,Préface Monologue,,1,1881,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000717,fre,French Drama Corpus,FreDraCor,gosse-auteur-dans-son-menage,Gosse,L'Auteur dans son Ménage,"Comédie en un Acte, en Prose Mêlée d'Ariettes",Comedy,5,1798,5,14,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000718,fre,French Drama Corpus,FreDraCor,gouges-cherubin,Gouges,Le Mariage Inattendu de Chérubin,Comédie en Trois Actes et en Prose,Comedy,14,1788,14,55,1,0.857359307359307,1.23076923076923,71,0.774485976280429,1.21978021978022,1.10700430171362,1.00900900900901,1.09712033473403,1,,,,
fre000719,fre,French Drama Corpus,FreDraCor,gouges-exclavage-des-noirs,Gouges,"L'Esclavage des Noirs, ou L'Heureux Naufrage",Drame en Trois Actes et en Prose,,17,1789,17,32,1,0.851752169399228,1.61029411764706,75,0.544174830161855,1.44949264705882,1.5652178715173,1.11093638240561,1.4089176448862,1,,,,
fre000720,fre,French Drama Corpus,FreDraCor,gouges-moliere-ninon,Gouges,Molière chez Ninon,Ou le Siècle des Grands Hommes,,31,1788,31,92,1,0.796970078920825,1.75483870967742,143,0.303451084157859,1.72715268817204,2.62635436328259,1.01602986330912,2.58491847348737,1,,,,
fre000721,fre,French Drama Corpus,FreDraCor,goulard-agis,Goulard,Agis,Parodie d'Agis en un Acte.,,18,1782,18,20,1,0.84646896313563,1.69934640522876,64,0.410873630850983,1.60366176470588,2.06016862504041,1.05966634774785,1.94416726493104,1,,,,
fre000722,fre,French Drama Corpus,FreDraCor,goullinet-trois-aveugles,Goullinet,Les Trois Aveugles,"Comédie-Parade, en un Acte et en Prose.",Comedy,12,1782,12,25,1,0.847979797979798,1.40909090909091,39,0.577641614091568,1.41178787878788,1.46800330394024,0.998089677820945,1.47081303069402,1,,,,
fre000723,fre,French Drama Corpus,FreDraCor,gourmont-theodat,Gourmont,Théodat,... Nova Epa. Grégoire de Tours.,Tragedy,10,1906,10,1,1,1.0,1.0,45,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000724,fre,French Drama Corpus,FreDraCor,graffigny-phaza,Graffigny,Phaza,Comédie en un Acte en Prose,Comedy,4,1770,4,19,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000725,fre,French Drama Corpus,FreDraCor,graffigny-ziman-zenise,Graffigny,Ziman et Zenise,Comédie en un Acte en Prose,Comedy,7,1770,7,11,1,1.0,1.0,21,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000726,fre,French Drama Corpus,FreDraCor,grandval-eunuque,Grandval,L'Eunuque ou La Fidèle Infidélité,Parade en vaudevilles mêlée de prose et de vers,,6,1755,6,7,1,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000727,fre,French Drama Corpus,FreDraCor,grandval-luxurieux,Grandval,Le Luxurieux,Comédie,Comedy,8,1755,8,12,1,0.625,1.53571428571429,16,0.535410551793158,1.44597619047619,1.167328506894,1.06206056215113,1.09911670623534,1,,,,
fre000728,fre,French Drama Corpus,FreDraCor,grandval-temperament,Grandval,Le Tempérament,Tragi-Parade,,6,1755,6,8,1,0.583333333333333,1.53333333333333,8,0.448519672342621,1.51353333333333,1.30057468892408,1.01308197154561,1.28378031141927,1,,,,
fre000729,fre,French Drama Corpus,FreDraCor,gresset-edouard-iii,Gresset,Edouard Iii,Tragédie en Cinq Actes,Tragedy,9,1740,9,45,1,0.637037037037037,1.52777777777778,20,0.52872416197564,1.46077380952381,1.20485705562741,1.04586881816824,1.15201546761632,1,,,,
fre000730,fre,French Drama Corpus,FreDraCor,grevin-cesar,Grévin,César,Tragédie,Tragedy,12,1561,12,9,1,0.789285714285714,1.78787878787879,29,0.416902826803748,1.60839696969697,1.89321267101233,1.11159049759689,1.70315658068794,1,,,,
fre000731,fre,French Drama Corpus,FreDraCor,grevin-tresoriere,Grévin,La Trésorière,Tragédie,Comedy,10,1561,10,22,2,0.725714285714286,1.5,20,0.413211897180409,1.62397222222222,1.75627635764184,0.923661118998341,1.90142934623732,1,,,,
fre000732,fre,French Drama Corpus,FreDraCor,grosclaude-peche-a-la-ligne,Grosclaude,La Pêche à la Ligne,Monologue en Prose,,1,1888,1,1,1,0.0,0.0,0,,,,,,0,,,,
fre000733,fre,French Drama Corpus,FreDraCor,gudin-lothaire,Gudin de la Brenellerie,Lothaire et Valrade,Ou le Royaume Mis en Interdit.,Tragedy,7,1759,7,39,1,0.714285714285714,1.42857142857143,13,0.579471458973293,1.39065714285714,1.23265038031603,1.02726357528815,1.19993583922244,1,,,,
fre000734,fre,French Drama Corpus,FreDraCor,guerin-de-bouscal-dom-quixote,Guerin de Bouscal,Don Quichotte de la Manche,Comédie,Tragicomedy,23,1639,23,19,1,0.866584615262096,1.5098814229249,128,0.501816440351669,1.4946442687747,1.72689562473242,1.01019450210898,1.70946844506398,1,,,,
fre000735,fre,French Drama Corpus,FreDraCor,guerin-de-bouscal-dom-quixote-2,Guerin de Bouscal,Don Quichotte de la Manche [suite],Seconde Partie,Tragicomedy,24,1640,24,30,1,0.851405715650567,1.56521739130435,120,0.429557460620802,1.56953985507246,1.98205314469478,0.997246031214724,1.98752673127261,1,,,,
fre000736,fre,French Drama Corpus,FreDraCor,guerin-de-bouscal-fils-desavoue,Guerin de Bouscal,Le Fils Désavoué,Ou le Jugement de Théodoric Roi D'Italie.,Tragicomedy,9,1642,9,31,1,0.72962962962963,1.69444444444444,17,0.437796294605519,1.58506349206349,1.66659617411123,1.06900730029341,1.55901290258148,1,,,,
fre000737,fre,French Drama Corpus,FreDraCor,gueudeville-dialogues-de-lahontan-1704,Gueudeville,"Dialogues de Monsieur le Baron de Lahontan et d'un Sauvage dans L'Amérique. avec les Voyages du Même au Portugal et en Danemark, dans Lesquels on Trouve des Particularités Très Curieuses, et qu'on Avait Point Encor Remarquées. le Tout Enrichi de Cartes et de Figures.",Contenant une description des moeurs et des coutumes de ces peuples sauvages.,,2,1704,2,7,1,0.0,1.0,1,,1.0,,1.0,,0,,,,
fre000738,fre,French Drama Corpus,FreDraCor,gueullette-amant-cochemard,Gueullette,"L'Amant Cochemard, Parade.",,,5,1756,5,11,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
fre000739,fre,French Drama Corpus,FreDraCor,gueullette-amant-poussif,Gueullette,L'Amant Poussif,Farce.,Comedy,5,1720,5,14,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
