id,corpus_name,corpus_title,corpus_acronym,name,firstAuthor,title,subtitle,normalizedGenre,numOfSpeakers,yearNormalized,size,numOfSegments,numConnectedComponents,averageClustering,averagePathLength,numEdges,CC_rand,APL_rand,CC_dev,APL_dev,S,swn1,polynomial,exponential,linear,quadratic
als000001,als,Alsatian Drama Corpus,AlsDraCor,arnold-der-pfingstmontag,Arnold,Der Pfingstmontag,Lustspiel in Straßburger Mundart,,16,1816,16,42,1,0.978571428571429,1.1,108,0.898204705512182,1.1,1.08947484083088,1.0,1.08947484083088,1,,,,
als000002,als,Alsatian Drama Corpus,AlsDraCor,stoskopf-ins-ropfers-apothek,Stoskopf,In’s Ropfer’s Apothek,Schwank in 3 Aufzügen,,17,1907,17,3,1,0.914156431803491,1.14705882352941,116,0.850692564772763,1.14705882352941,1.07460258812498,1.0,1.07460258812498,1,,,,
als000003,als,Alsatian Drama Corpus,AlsDraCor,stoskopf-dr-hoflieferant,Stoskopf,D’r Hoflieferant,Elsässische Komödie in 3 Aufzügen von G. Stoskopf,,21,1905,21,3,1,1.0,1.0,210,1.0,1.0,1.0,1.0,1.0,0,,,,
als000004,als,Alsatian Drama Corpus,AlsDraCor,hart-dr-poetisch-oscar,Hart,D’r poetisch Oscar,"Einakter vun Marie Hart. Nej bearweit vun E. Deck, Regisseur vom Els. Theater in Hawenau.",,6,1937,6,10,1,0.9,1.13333333333333,13,0.846351515151515,1.13333333333333,1.06338794683776,1.0,1.06338794683776,1,,,,
als000005,als,Alsatian Drama Corpus,AlsDraCor,greber-sainte-cecile,Greber,Sainte-Cécile!,Lustspiel in einem Aufzuge in Straßburger Mundart von Julius Greber,,7,1897,7,15,1,0.676190476190476,1.42857142857143,13,0.574890001244187,1.39112380952381,1.17620844809799,1.0269189692472,1.14537610397851,1,,,,
als000006,als,Alsatian Drama Corpus,AlsDraCor,clemens-chrischtowe,Clemens,Chrischtowe,E Wihnachtsstüeckel in 1 Akt in elsässischem Dialekt füer kleine und grossi Kinder,,12,1919,12,1,1,1.0,1.0,66,1.0,1.0,1.0,1.0,1.0,0,,,,
als000007,als,Alsatian Drama Corpus,AlsDraCor,bastian-dr-hofnarr-heidideldum,Bastian,D’r Hofnarr Heidideldum,Märel in 6 Bilder un 2 Verwandlunge vun Ferd. Bastian. Musik von Aug. Schwoob,,30,1937,30,43,1,0.841583187540786,1.48275862068966,241,0.552118022198822,1.4459816091954,1.52428131976051,1.02543394138651,1.48647441657675,1,,,,
als000008,als,Alsatian Drama Corpus,AlsDraCor,bastian-dr-hans-im-schnokeloch,Bastian,D'r Hans im Schnokeloch,"Volksspiel in 4 Aufzügen mit Musik, Gesang und Tanz von Ferd. Bastian",,22,1930,22,4,1,0.949430394167236,1.18614718614719,188,0.812255366589279,1.18614718614719,1.16888165128901,1.0,1.16888165128901,1,,,,
als000009,als,Alsatian Drama Corpus,AlsDraCor,bastian-dr-maischter-hett-gewunne,Bastian,D'r Maischter hett gewunne!,Schwank in aam Akt,,8,1937,8,10,1,0.875,1.25,21,0.729581510323719,1.25003571428571,1.19931767406189,0.999971429387732,1.19935194028114,1,,,,
als000010,als,Alsatian Drama Corpus,AlsDraCor,bastian-e-sportschochzitt,Bastian,E Sportschochzitt,E Farce in aam Akt,,8,1937,8,12,1,0.879761904761905,1.28571428571429,20,0.692378746725464,1.286,1.27063678502937,0.999777827149522,1.27091914875937,1,,,,
als000011,als,Alsatian Drama Corpus,AlsDraCor,clemens-a-latzi-visit,Clemens,A lätzi Visit,Elsässisch Luschtspiel in 1 Akt vun Paul Clemens,,5,1920,5,11,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
als000012,als,Alsatian Drama Corpus,AlsDraCor,clemens-charlot,Clemens,„Charlot“,"E ürgelungenes Stückel in 1 Akt im elsässischa Dialekt von Paul Clemens, Bischheim (Nur Herrenrollen)",,6,1920,6,17,1,0.766666666666667,1.26666666666667,11,0.688097058823529,1.26666666666667,1.11418390303465,1.0,1.11418390303465,1,,,,
als000013,als,Alsatian Drama Corpus,AlsDraCor,clemens-gift,Clemens,Gift!,Schwank in einem Akt in elsässischer Mundart,,6,1919,6,15,1,0.694444444444445,1.33333333333333,10,0.61190822954823,1.33633333333333,1.13488332222162,0.997755051134946,1.13743680969662,1,,,,
als000014,als,Alsatian Drama Corpus,AlsDraCor,greber-d-jumpfer-prinzesse,Greber,D'Jumpfer Prinzesse,Schauspiel in 3 Aufzügen in Straßburger Mundart von Julius Greber. Mit einer Deckenzeichnung von C. Spindler.,,12,1899,12,4,1,0.932323232323232,1.09090909090909,60,0.906534965441399,1.09090909090909,1.02844707359884,1.0,1.02844707359884,1,,,,
als000015,als,Alsatian Drama Corpus,AlsDraCor,greber-lucie,Greber,Lucie,Dramatisches Sittenbild in einem Aufzuge in Straßburger Mundart,,8,1896,8,14,1,0.838095238095238,1.28571428571429,20,0.691248854427534,1.28614285714286,1.21243635013228,0.999666777740753,1.21284049558232,1,,,,
als000016,als,Alsatian Drama Corpus,AlsDraCor,horsch-d-madam-fahrt-velo,Horsch,D'Madam fahrt Velo,E modern's Lustspiel in 1 Akt,,8,1901,8,10,1,0.897619047619048,1.21428571428571,22,0.76851640252895,1.21428571428571,1.16798944650402,1.0,1.16798944650402,1,,,,
als000017,als,Alsatian Drama Corpus,AlsDraCor,jost-daa-im-narrehuss,Jost,E Daa im Narrehüss,E Original-Farce in zwei kurze Akt vum Camille Jost,,13,1928,13,44,3,0.606593406593407,1.50909090909091,30,0.365869935305722,1.69935547785548,1.65794821617834,0.888037216907274,1.86698055510827,1,,,,
als000018,als,Alsatian Drama Corpus,AlsDraCor,jost-so-e-liederlicher-frack,Jost,So e liederlicher Frack!,odder: E foljieschwäri Hüssuechung. E Schwank in 1 Uffzug,,9,1928,9,19,1,0.904761904761905,1.16666666666667,30,0.823092144982544,1.16666666666667,1.09922310676539,1.0,1.09922310676539,1,,,,
als000019,als,Alsatian Drama Corpus,AlsDraCor,kettner-uff-dr-hochzittsreis,Kettner,Uff Dr Hochzittsreis,Luschtspiel in 1 Akt im els. Dialekt,,5,1924,5,17,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
als000020,als,Alsatian Drama Corpus,AlsDraCor,kuehne-bureaukrate,Kühne,Bureaukrate!,Dialektkomödie in einem Akt,,11,1923,11,15,1,0.883116883116883,1.23636363636364,42,0.755809437907978,1.23636363636364,1.16843854922119,1.0,1.16843854922119,1,,,,
als000021,als,Alsatian Drama Corpus,AlsDraCor,riff-sainte-barbe,Riff,Sainte Barbe,Comédie in Aam Uffzug vun Jean Riff,,17,1919,17,16,1,0.864166552401847,1.39705882352941,82,0.596162218883929,1.39723529411765,1.44954934249213,0.99987370016419,1.44973244346171,1,,,,
als000022,als,Alsatian Drama Corpus,AlsDraCor,riff-s-paradies,Riff,s' Paradies,E luschdigs Schwänkele in aam Uffzug von Jean Riff,,2,1922,2,5,1,0.0,1.0,1,,1.0,,1.0,,0,,,,
als000023,als,Alsatian Drama Corpus,AlsDraCor,schneegans-steckelburjer-universite-saaue,Schneegans,Was d' Steckelburjer vun d'r „Université“ saaue,"Humoristisches Intermezzo von Dr. Heinrich Schneegans Privatdocent, Aufgeführt zum Universitäts-Jubiläum am 2. Mai 1897",,6,1897,6,4,1,0.9,1.13333333333333,13,0.846593939393939,1.13333333333333,1.06308344310177,1.0,1.06308344310177,1,,,,
als000024,als,Alsatian Drama Corpus,AlsDraCor,stoskopf-dr-herr-maire,Stoskopf,D'r Herr Maire,Lustspiel in drei Aufzügen von G. Stoskopf. 18. Auflage,,39,1898,39,56,1,0.794971365225152,1.85290148448043,258,0.345750228620029,1.65658704453441,2.29926490113419,1.11850535750217,2.05565837097899,1,,,,
als000025,als,Alsatian Drama Corpus,AlsDraCor,weber-yo-yo,Weber,Yo-Yo!,E Geduldspiel in einem Akt,,5,1932,5,16,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
bash00001,bash,Bashkir Drama Corpus,BashDraCor,karim-aj-totolghan-tonda,Кәрим,Ай тотолған төндә,Өс шаршаулы трагедия,,17,1964,17,4,1,0.914905682552741,1.13235294117647,118,0.865723351809339,1.13235294117647,1.05681067819253,1.0,1.05681067819253,1,,,,
bash00002,bash,Bashkir Drama Corpus,BashDraCor,karim-tashlama-utty,Кәрим,"Ташлама утты, Прометей!",Алты картиналы трагедия,,34,1975,34,6,1,0.889184396366126,1.47058823529412,297,0.527918690006099,1.47059714795009,1.68432073574787,0.99999393943067,1.68433094375233,1,,,,
bash00003,bash,Bashkir Drama Corpus,BashDraCor,khudayberdin-aq-bilettar,Худайбердин,Аҡ билеттәр,Роталар тормошонан,,5,1917,5,1,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000001,cal,Calderón Drama Corpus,CalDraCor,a-dios-por-razon-de-estado,Calderón,A Dios por razón de estado,,,18,1717,18,1,1,1.0,1.0,153,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000002,cal,Calderón Drama Corpus,CalDraCor,a-maria-el-corazon,Calderón,A María el corazón,Auto historial alegórico,,14,1717,14,1,1,1.0,1.0,91,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000003,cal,Calderón Drama Corpus,CalDraCor,afectos-de-odio-y-amor,Calderón,Afectos de odio y amor,,,14,1664,14,3,1,1.0,1.0,91,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000004,cal,Calderón Drama Corpus,CalDraCor,amor-honor-y-poder,Calderón,"Amor, honor y poder",Comedia famosa,,9,1623,9,3,1,1.0,1.0,36,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000005,cal,Calderón Drama Corpus,CalDraCor,andromeda-y-perseo,Calderón,Andrómeda y Perseo,Auto sacramental alegórico,,16,1759,16,1,1,1.0,1.0,120,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000006,cal,Calderón Drama Corpus,CalDraCor,casa-con-dos-puertas-mala-es-de-guardar,Calderón,Casa con dos puertas mala es de guardar,Comedia famosa,,10,1629,10,3,1,1.0,1.0,45,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000007,cal,Calderón Drama Corpus,CalDraCor,el-ano-santo-de-roma,Calderón,El año sancto de Roma,Auto sacramental,,18,1759,18,1,1,1.0,1.0,153,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000008,cal,Calderón Drama Corpus,CalDraCor,el-cordero-de-isaias,Calderón,El cordero de Isaías,Auto sacramental alegórico,,18,1759,18,1,1,1.0,1.0,153,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000009,cal,Calderón Drama Corpus,CalDraCor,el-diablo-mudo-primera-version,Calderón,El diablo mudo,Auto sacramental,,13,1660,13,1,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000010,cal,Calderón Drama Corpus,CalDraCor,el-diablo-mudo-segunda-version,Calderón,El diablo mudo,Segunda versión. Auto historial alegórico,,14,1681,14,1,1,1.0,1.0,91,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000012,cal,Calderón Drama Corpus,CalDraCor,el-divino-orfeo,Calderón,El divino Orfeo,Auto sacramental alegórico. Versión de 1663,,17,1663,17,1,1,1.0,1.0,136,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000013,cal,Calderón Drama Corpus,CalDraCor,el-faetonte,Calderón,El Faetonte,Comedia famosa,,20,1661,20,4,1,1.0,1.0,190,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000014,cal,Calderón Drama Corpus,CalDraCor,el-galan-fantasma,Calderón,El galán fantasma,,,12,1637,12,3,1,1.0,1.0,66,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000015,cal,Calderón Drama Corpus,CalDraCor,el-gran-teatro-del-mundo,Calderón,El gran teatro del mundo,Auto sacramental alegórico,,11,1717,11,1,1,1.0,1.0,55,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000016,cal,Calderón Drama Corpus,CalDraCor,el-indulto-general,Calderón,El indulto general,Auto sacramental alegórico,,17,1759,17,1,1,1.0,1.0,136,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000017,cal,Calderón Drama Corpus,CalDraCor,el-jardin-de-falerina,Calderón,El jardín de Falerina,Fiesta que se representó a sus majestades,,23,1677,23,2,1,0.981931112365895,1.02371541501976,247,0.976129779792384,1.02371541501976,1.00594319801896,1.0,1.00594319801896,1,,,,
cal000018,cal,Calderón Drama Corpus,CalDraCor,el-medico-de-su-honra,Calderón,El médico de su honra,Comedia famosa,,17,1641,17,3,1,0.924499030381383,1.125,119,0.87324936843106,1.125,1.05868846151289,1.0,1.05868846151289,1,,,,
cal000019,cal,Calderón Drama Corpus,CalDraCor,el-monstruo-de-los-jardines,Calderón,El monstruo de los jardines,Comedia famosa,,19,1674,19,3,1,0.931200550395597,1.11695906432749,151,0.881444073404976,1.11695906432749,1.05644881903671,1.0,1.05644881903671,1,,,,
cal000020,cal,Calderón Drama Corpus,CalDraCor,el-nuevo-hospicio-de-pobres,Calderón,El nuevo hospicio de pobres,Auto sacramental alegórico intitulado,,19,1759,19,1,1,1.0,1.0,171,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000021,cal,Calderón Drama Corpus,CalDraCor,el-santo-rey-don-fernando-primera-parte,Calderón,El santo rey don Fernando,Auto historial alegórico intitulado. Primera parte,,13,1671,13,1,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000022,cal,Calderón Drama Corpus,CalDraCor,el-socorro-general,Calderón,El socorro general,Auto sacramental alegórico intitulado,,14,1644,14,1,1,1.0,1.0,91,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000023,cal,Calderón Drama Corpus,CalDraCor,el-veneno-y-la-triaca,Calderón,El veneno y la triaca,Auto sacramental,,11,1717,11,1,1,1.0,1.0,55,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000024,cal,Calderón Drama Corpus,CalDraCor,la-aurora-en-copacabana,Calderón,La aurora en Copacabana,Comedia famosa,,28,1674,28,3,1,0.910789323398019,1.16931216931217,314,0.829908152955742,1.16931216931217,1.09745797791505,1.0,1.09745797791505,1,,,,
cal000025,cal,Calderón Drama Corpus,CalDraCor,la-dama-duende,Calderón,La dama duende,Comedia famosa,,9,1636,9,3,1,0.972222222222222,1.02777777777778,35,0.970588235294118,1.02777777777778,1.0016835016835,1.0,1.0016835016835,1,,,,
cal000026,cal,Calderón Drama Corpus,CalDraCor,la-devocion-de-la-cruz,Calderón,La devoción de la Cruz,Comedia famosa,,18,1625,18,3,1,0.910166630754866,1.18300653594771,125,0.814624784988419,1.18300653594771,1.11728325423809,1.0,1.11728325423809,1,,,,
cal000027,cal,Calderón Drama Corpus,CalDraCor,la-devocion-de-la-misa,Calderón,La devoción de la misa,Auto historial alegórico,,12,1760,12,1,1,1.0,1.0,66,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000028,cal,Calderón Drama Corpus,CalDraCor,la-fiera-el-rayo-y-la-piedra,Calderón,"La fiera, el rayo y la piedra",,,24,1652,24,3,1,0.963039928543362,1.04710144927536,263,0.952567516093178,1.04710144927536,1.01099387946078,1.0,1.01099387946078,1,,,,
cal000029,cal,Calderón Drama Corpus,CalDraCor,la-hidalga-del-valle,Calderón,La hidalga del valle,,,10,1717,10,1,1,1.0,1.0,45,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000030,cal,Calderón Drama Corpus,CalDraCor,la-humildad-coronada-de-las-plantas,Calderón,La humildad coronada,Auto sacramental alegórico,,12,1644,12,1,1,1.0,1.0,66,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000031,cal,Calderón Drama Corpus,CalDraCor,la-inmunidad-del-sagrado,Calderón,La inmunidad del sagrado,Auto sacramental alegórico,,16,1664,16,1,1,1.0,1.0,120,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000032,cal,Calderón Drama Corpus,CalDraCor,la-nave-del-mercader,Calderón,La nave del mercader,Auto sacramental alegórico intitulado,,15,1759,15,1,1,1.0,1.0,105,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000033,cal,Calderón Drama Corpus,CalDraCor,la-piel-de-gedeon,Calderón,La piel de Gedeón,Auto sacramental historial y alegórico,,17,1760,17,1,1,1.0,1.0,136,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000034,cal,Calderón Drama Corpus,CalDraCor,la-primer-flor-del-carmelo,Calderón,La primer flor del Carmelo,Auto sacramental,,15,1759,15,1,1,1.0,1.0,105,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000035,cal,Calderón Drama Corpus,CalDraCor,la-protestacion-de-la-fe,Calderón,La protestación de la fe,Auto sacramental,,15,1656,15,1,1,1.0,1.0,105,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000036,cal,Calderón Drama Corpus,CalDraCor,la-segunda-esposa,Calderón,La segunda esposa,Auto sacramental alegórico,,13,1648,13,1,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000037,cal,Calderón Drama Corpus,CalDraCor,la-vida-es-sueno,Calderón,La vida es sueño,,,13,1636,13,3,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000039,cal,Calderón Drama Corpus,CalDraCor,las-ordenes-militares,Calderón,Las Órdenes Militares,,,19,1662,19,1,1,1.0,1.0,171,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000040,cal,Calderón Drama Corpus,CalDraCor,las-visiones-de-la-muerte,Calderón,Las visiones de la muerte,Mojiganga,,11,1673,11,1,1,1.0,1.0,55,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000041,cal,Calderón Drama Corpus,CalDraCor,loa-a-el-ano-santo-de-roma,Calderón,Loa a El año santo de Roma,Primera parte,,12,1759,12,1,1,1.0,1.0,66,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000042,cal,Calderón Drama Corpus,CalDraCor,loa-a-el-divino-orfeo,Calderón,Loa a El divino Orfeo,Auto sacramental,,13,1759,13,1,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000043,cal,Calderón Drama Corpus,CalDraCor,loa-a-fieras-afemina-amor,Calderón,Loa a «Fieras afemina amor»,,,28,1717,28,1,1,1.0,1.0,378,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000044,cal,Calderón Drama Corpus,CalDraCor,loa-en-metafora-de-la-piadosa-hermandad-del-refugio,Calderón,Loa en metáfora de la piadosa Hermandad del Refugio discurriendo por calles y templos de Madrid,Pedro Calderón de la Barca,,8,1759,8,1,1,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000045,cal,Calderón Drama Corpus,CalDraCor,loa-para-el-gran-teatro-del-mundo,Calderón,Loa para el auto sacramental intitulado El gran teatro del mundo,Pedro Calderón de la Barca,,10,1717,10,1,1,1.0,1.0,45,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000046,cal,Calderón Drama Corpus,CalDraCor,loa-para-la-humildad-coronada-de-las-plantas,Calderón,Loa para el auto sacramental intitulado «La humildad coronada de las plantas»,Pedro Calderón de la Barca,,9,1717,9,1,1,1.0,1.0,36,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000047,cal,Calderón Drama Corpus,CalDraCor,loa-para-psiquis-y-cupido,Calderón,Loa para el auto sacramental intitulado «Psiquis y Cupido»,Pedro Calderón de la Barca,,10,1717,10,1,1,1.0,1.0,45,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000048,cal,Calderón Drama Corpus,CalDraCor,los-encantos-de-la-culpa,Calderón,Los encantos de la culpa,Auto sacramental,,13,1645,13,1,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000049,cal,Calderón Drama Corpus,CalDraCor,no-hay-instante-sin-milagro,Calderón,No hay instante sin milagro,Auto historial alegórico,,17,1677,17,1,1,1.0,1.0,136,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000050,cal,Calderón Drama Corpus,CalDraCor,primero-y-segundo-isaac,Calderón,Primero y segundo Isaac,Auto sacramental alegórico intitulado,,21,1677,21,1,1,1.0,1.0,210,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000051,cal,Calderón Drama Corpus,CalDraCor,psiquis-y-cupido-que-escribio-para-esta-villa-de-madrid,Calderón,"Psiquis y Cupido, que escribió para esta villa de Madrid",Auto sacramental alegórico,,15,1665,15,1,1,1.0,1.0,105,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000052,cal,Calderón Drama Corpus,CalDraCor,quien-hallara-mujer-fuerte,Calderón,¿Quién hallará mujer fuerte?,Auto historial alegórico intitulado,,21,1672,21,1,1,1.0,1.0,210,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000053,cal,Calderón Drama Corpus,CalDraCor,suenos-hay-que-verdad-son,Calderón,Sueños hay que verdad son,Auto sacramental alegórico intitulado,,27,1670,27,1,1,1.0,1.0,351,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000054,cal,Calderón Drama Corpus,CalDraCor,triunfar-muriendo,Calderón,Triunfar muriendo,Auto sacramental alegórico,,13,1759,13,1,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000055,cal,Calderón Drama Corpus,CalDraCor,a-secreto-agravio-secreta-venganza,Calderón,"A secreto agravio, secreta venganza",Comedia Famosa,,14,1637,14,3,1,0.935897435897436,1.10989010989011,81,0.887659534458795,1.10989010989011,1.05434279649579,1.0,1.05434279649579,1,,,,
cal000056,cal,Calderón Drama Corpus,CalDraCor,agradecer-y-no-amar,Calderón,Agradecer y no amar,Gran Comedia,,15,1653,15,3,1,0.92967032967033,1.11428571428571,93,0.883311147365961,1.11428571428571,1.05248341135806,1.0,1.05248341135806,1,,,,
cal000057,cal,Calderón Drama Corpus,CalDraCor,amado-y-aborrecido,Calderón,Amado y aborrecido,Comedia nueva,,24,1657,24,3,1,0.947208436110038,1.07608695652174,255,0.923282103153609,1.07608695652174,1.02591443381682,1.0,1.02591443381682,1,,,,
cal000058,cal,Calderón Drama Corpus,CalDraCor,amar-despues-de-la-muerte,Calderón,Amar después de la muerte o el tuzaní de la Alpujarra,,,25,1659,25,50,1,0.789044943360733,1.65,122,0.402059339275228,1.60097333333333,1.96250868039306,1.03062303765209,1.90419640226938,1,,,,
cal000059,cal,Calderón Drama Corpus,CalDraCor,amigo-amante-y-leal,Calderón,"Amigo, amante y leal",Gran Comedia,,9,1653,9,3,1,1.0,1.0,36,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000060,cal,Calderón Drama Corpus,CalDraCor,antes-que-todo-es-mi-dama,Calderón,Antes que todo es mi dama,Fiesta que se representó a sus Majestades en el Coliseo del Buen Retiro.,,11,1684,11,3,1,0.981818181818182,1.01818181818182,54,0.981132075471698,1.01818181818182,1.0006993006993,1.0,1.0006993006993,1,,,,
cal000061,cal,Calderón Drama Corpus,CalDraCor,apolo-y-climene,Calderón,Apolo y Climene,Comedia Famosa,,26,1688,26,3,1,0.900402229349598,1.23076923076923,250,0.768030929504684,1.23076923076923,1.17235152226263,1.0,1.17235152226263,1,,,,
cal000062,cal,Calderón Drama Corpus,CalDraCor,argenis-y-poliarco,Calderón,Argenis y Poliarco,Comedia Famosa,,16,1637,16,3,1,0.950228937728938,1.06666666666667,112,0.932098225566125,1.06666666666667,1.01945150378524,1.0,1.01945150378524,1,,,,
cal000063,cal,Calderón Drama Corpus,CalDraCor,auristela-y-lisidante,Calderón,Auristela y Lisidante,La Gran Comedia. Fiesta Que Se Representó A Sus Majestades En El Coliseo De Buen Retiro,,31,1715,31,3,1,0.92849270583468,1.12258064516129,408,0.876923752318633,1.12258064516129,1.05880665608577,1.0,1.05880665608577,1,,,,
cal000064,cal,Calderón Drama Corpus,CalDraCor,basta-callar,Calderón,Basta callar,Comedia Nueva,,15,1682,15,3,1,0.982417582417582,1.01904761904762,103,0.980539264885393,1.01904761904762,1.00191559644724,1.0,1.00191559644724,1,,,,
cal000065,cal,Calderón Drama Corpus,CalDraCor,bien-vengas-mal-si-vienes-solo,Calderón,"Bien vengas mal, si vienes solo",Fiesta que se representó a sus majestades en el salón real de Palacio,,11,1635,11,3,1,0.967676767676768,1.03636363636364,53,0.962273827791986,1.03636363636364,1.00561476341633,1.0,1.00561476341633,1,,,,
cal000066,cal,Calderón Drama Corpus,CalDraCor,cada-uno-para-si,Calderón,Cada uno para sí,Comedia Famosa,,13,1661,13,3,1,0.987179487179487,1.01282051282051,77,0.986842105263158,1.01282051282051,1.00034188034188,1.0,1.00034188034188,1,,,,
cal000067,cal,Calderón Drama Corpus,CalDraCor,cefalo-y-pocris,Calderón,Céfalo y Pocris,Comedia burlesca,,29,1660,29,3,1,0.928611811310462,1.11576354679803,359,0.883657795536911,1.11576354679803,1.05087265228757,1.0,1.05087265228757,1,,,,
cal000068,cal,Calderón Drama Corpus,CalDraCor,celos-aun-del-aire-matan,Calderón,Celos aun del aire matan,,,32,1660,32,3,1,0.956989247311828,1.06451612903226,464,0.935243196752983,1.06451612903226,1.0232517602206,1.0,1.0232517602206,1,,,,
cal000069,cal,Calderón Drama Corpus,CalDraCor,con-quien-vengo-vengo,Calderón,Con quien vengo vengo,Gran Comedia,,11,1638,11,3,1,0.940909090909091,1.07272727272727,51,0.924237060439349,1.07272727272727,1.01803869503114,1.0,1.01803869503114,1,,,,
cal000070,cal,Calderón Drama Corpus,CalDraCor,cual-es-mayor-perfeccion-hermosura-o-discrecion,Calderón,"¿Cuál es mayor perfección, hermosura o discreción?",Comedia Famosa,,13,1663,13,3,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000071,cal,Calderón Drama Corpus,CalDraCor,dar-tiempo-al-tiempo,Calderón,Dar tiempo al tiempo,Gran Comedia,,19,1662,19,3,1,0.972480220158239,1.05847953216374,161,0.940832846083667,1.05847953216374,1.03363761608272,1.0,1.03363761608272,1,,,,
cal000072,cal,Calderón Drama Corpus,CalDraCor,darlo-todo-y-no-dar-nada,Calderón,"Darlo todo, y no dar nada",Comedia Famosa,,27,1657,27,3,1,0.948689517675025,1.07407407407407,325,0.925427682378714,1.07407407407407,1.02513630804356,1.0,1.02513630804356,1,,,,
cal000073,cal,Calderón Drama Corpus,CalDraCor,de-una-causa-dos-efectos,Calderón,"De una causa, dos efectos",Comedia Famosa,,13,1682,13,3,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000074,cal,Calderón Drama Corpus,CalDraCor,dicha-y-desdicha-del-nombre,Calderón,Dicha y desdicha del nombre,Comedia Famosa,,20,1662,20,3,1,0.954007567939457,1.07368421052632,176,0.925578382714287,1.07368421052632,1.03071504883444,1.0,1.03071504883444,1,,,,
cal000075,cal,Calderón Drama Corpus,CalDraCor,duelos-de-amor-y-lealtad,Calderón,Duelos de amor y lealtad,Gran Comedia,,31,1691,31,3,1,0.914054011042452,1.15698924731183,392,0.842446440561145,1.15698924731183,1.0849995525337,1.0,1.0849995525337,1,,,,
cal000076,cal,Calderón Drama Corpus,CalDraCor,eco-y-narciso,Calderón,Eco y Narciso,Comedia Famosa,,13,1661,13,3,1,1.0,1.0,78,1.0,1.0,1.0,1.0,1.0,0,,,,
cal000077,cal,Calderón Drama Corpus,CalDraCor,el-acaso-y-el-error,Calderón,El acaso y el error,Comedia,,20,1660,20,3,1,0.9315694874441,1.10526315789474,170,0.893554302738323,1.10526315789474,1.04254378786972,1.0,1.04254378786972,1,,,,
cal000078,cal,Calderón Drama Corpus,CalDraCor,el-agua-mansa,Calderón,El agua mansa,Gran Comedia,,11,1649,11,3,1,1.0,1.0,55,1.0,1.0,1.0,1.0,1.0,0,,,,
